01 - Black Swallowtail.mp3, 1
01 - Comet Lucifer ~The Seed and the Sower~.mp3, 1
01 - divine intervention.mp3, 1
01 - Eden.mp3, 1
01 - EGOIST - 好きと言われた日.mp3, 1
01 - Fallen.mp3, 1
01 - Harumodoki.mp3, 1
01 - Heart Realize.mp3, 1
01 - How to go.mp3, 1
01 - Luminous.mp3, 1
01 - MERMAiD.mp3, 1
01 - Orarion.mp3, 1
01 - RIGHT LIGHT RISE.mp3, 1
01 - sister's noise.mp3, 1
01 - Sugar Song to Bitter Step.mp3, 1
01 - The Everlasting Guilty Crown.mp3, 1
01 Colorful.mp3, 1
01 modern strange cowboy.mp3, 1
01 スポットライト.mp3, 1
01 天かける星.mp3, 1
01. Burning Soul.mp3, 1
01. Cheers!.mp3, 1
01. Crimson Stain.mp3, 1
01. ego-izm.mp3, 1
01. Great Distance.mp3, 1
01. KABANERI OF THE IRON FORTRESS.mp3, 1
01. Paradisus-Paradoxum.mp3, 1
01. Patria.mp3, 1
01. Resonant Heart.mp3, 1
01. Rising Rainbow.mp3, 1
01. Silhouette.mp3, 1
01. Yakusoku -Promise code-.mp3, 1
01. βios.mp3, 1
01. オブリヴィオン.mp3, 1
01. スノードロップ.mp3, 1
01. センダンライフ.mp3, 1
01. リローデッド.mp3, 1
01. 咲いてJewel.mp3, 1
01. 泡沫、哀のまほろば.mp3, 1
01. 絶対零度θノヴァティック.mp3, 1
01. 翼.mp3, 1
02 - MERMAiD (Instrumental).mp3, 1
02 - Namae no Nai Kaibutsu.mp3, 1
02 - PSYCHIC FIRE.mp3, 1
02 - Q And A.mp3, 1
02 - Shikisai.mp3, 1
02 - ヒビカゼ.mp3, 1
02 Give A Reason（「スレイヤーズＮＥＸＴ」ＯＰ）.mp3, 1
02. Soutaisei Replica.mp3, 1
02. グーテンベルクの科学世紀.mp3, 1
02. 極彩色.mp3, 1
03 - FriendShip.mp3, 1
03 - Shikisai.mp3, 1
03 Coloring.mp3, 1
03. in bloom .mp3, 1
03. 色は匂へど散りぬるを.mp3, 1
04 夢現  Another Infinity feat. Mayumi Morinaga.mp3, 1
05 - アイディアリズム.mp3, 1
06 - No title.mp3, 1
07 - My Admiral.mp3, 1
07.僕の望むセカイ.mp3, 1
08. 漆黒の彼方 feat.Starving Trancer.mp3, 1
1 Season.mp3, 1
1.07.AXIA～ダイスキでダイキライ～-ワルキューレ.mp3, 1
1.10.イーディーエム・ジャンパーズ (from EDM Extreme)-かめるかめりあ.mp3, 1
10. カザキリ.mp3, 1
12. 幾星霜の物語?The Story of Eternity?.mp3, 1
13. 蒼穹の誓い.mp3, 1
14. サクラヨゾラ (Extended Mix).mp3, 1
5 雹落.mp3, 1
6 ベィスドロップ・フリークス ［Long Ver.］.mp3, 1
Caramel Sugar.mp3, 1
★　paranoia 歌ってみた　【梅里】.mp3, 1
2-01 DAN DAN 心魅かれてく.mp3, 0
02. Pieces.mp3, 0
03. Sunflower.mp3, 0
04. Horizon.mp3, 0
05. Silent Story.mp3, 0
06. Moonstruck Dance.mp3, 0
07. Everflowering.mp3, 0
07. Innocent World.mp3, 0
08. ever after.mp3, 0
09. Starry Night Flight.mp3, 0
10. Libertus.mp3, 0
11. 春望.mp3, 0
12. Two Fates.mp3, 0
13. My Resistance.mp3, 0
(01) BRYNHILDR IN THE DARKNESS -EJECTRO Extended-.mp3, 0
(01) [senya] 月に叢雲華に風.mp3, 0
(02) IZUNA.mp3, 0
(02)Trouble Busters.mp3, 0
(03) [Mayumi Morinaga] Caramel Sugar feat.Another Infinity.mp3, 0
(05) インビジブル.mp3, 0
(07)  My Admiral.mp3, 0
(09)  透明エレジー.mp3, 0
(1)Vitalization.mp3, 0
(13)  世界を壊している.mp3, 0
01 - -LEGNE- Adanasu Tsurugi Hikari no Shirabe.mp3, 0
01 - 4SEASONs.mp3, 0
01 - Across the line.mp3, 0
01 - Ai no Scenario.mp3, 0
01 - ambiguous.mp3, 0
01 - Anata no Aishita Sekai.mp3, 0
01 - Angel Blossom.mp3, 0
01 - Asymmetry.mp3, 0
01 - Be mine!.mp3, 0
01 - Be Starters!.mp3, 0
01 - BEAUTIFUL SKY.mp3, 0
01 - believe.mp3, 0
01 - best day, best way.mp3, 0
01 - black bullet.mp3, 0
01 - BLAZING.mp3, 0
01 - blue moment.mp3, 0
01 - Boku no Kotoba de wa Nai, Kore wa Bokutachi no Kotoba.mp3, 0
01 - brave heart -tri.Version-.mp3, 0
01 - Brave Shine.mp3, 0
01 - Bull's Eye.mp3, 0
01 - Burst The Gravity.mp3, 0
01 - Butter-Fly -tri.Version-.mp3, 0
01 - Butter-Fly.mp3, 0
01 - Bye-Bye Lullaby.mp3, 0
01 - Calling my Twilight.mp3, 0
01 - CANDY MAGIC.mp3, 0
01 - Connect.mp3, 0
01 - crossing field.mp3, 0
01 - Cutie Panther.mp3, 0
01 - DARAKENA.mp3, 0
01 - daze.mp3, 0
01 - Dear answer.mp3, 0
01 - Densetsu no FLARE.mp3, 0
01 - Enigmatic Feeling.mp3, 0
01 - eternal reality.mp3, 0
01 - faith.mp3, 0
01 - Fight 4 Real.mp3, 0
01 - FLAT.mp3, 0
01 - FLYING FAFNIR.mp3, 0
01 - Fubuki.mp3, 0
01 - Fushichou no Flamme.mp3, 0
01 - future gazer.mp3, 0
01 - GENESIS.mp3, 0
01 - Gokuren Igalima.mp3, 0
01 - grilletto.mp3, 0
01 - Grow Slowly.mp3, 0
01 - Hana no Nisuisen.mp3, 0
01 - Hana wa Odore ya Iroha ni ho.mp3, 0
01 - Hana Yuki.mp3, 0
01 - heavenly blue.mp3, 0
01 - Hello, world!.mp3, 0
01 - Honey Come!!.mp3, 0
01 - Hoshi to Hana.mp3, 0
01 - Hoshikuzu no Interlude.mp3, 0
01 - ideal white.mp3, 0
01 - Ikenai Borderline.mp3, 0
01 - IN MY WORLD.mp3, 0
01 - INNOCENCE.mp3, 0
01 - Junketsu Paradox.mp3, 0
01 - Kanashimi wa Dare no Negai Demo nai.mp3, 0
01 - killy killy JOKER.mp3, 0
01 - Kimi ga Kureta KISEKI.mp3, 0
01 - Kindan no Resistance.mp3, 0
01 - Kisetsu wa Tsugitsugi Shindeiku.mp3, 0
01 - Kyouran Hey Kids!!.mp3, 0
01 - Kyuusei ?ργυρo?.mp3, 0
01 - Lapis Lazuli.mp3, 0
01 - Laterality.mp3, 0
01 - Let Me Hear.mp3, 0
01 - Liar Mask.mp3, 0
01 - Lunatic Tears....mp3, 0
01 - Meiya Kadenrou.mp3, 0
01 - MEMORIA.mp3, 0
01 - Mermaid festa vol.2 ～Passionate～.mp3, 0
01 - Miiro.mp3, 0
01 - MOON PRIDE.mp3, 0
01 - moving soul.mp3, 0
01 - Nanairo Symphony.mp3, 0
01 - Netsujou no Spectrum.mp3, 0
01 - Next Destination.mp3, 0
01 - Niji wo Ametara.mp3, 0
01 - Nirvana.mp3, 0
01 - oath sign.mp3, 0
01 - ONE OK ROCK - Remake.mp3, 0
01 - only my railgun.mp3, 0
01 - Oukyo Shul Shagana.mp3, 0
01 - Passionate.mp3, 0
01 - Philosophy of Dear World.mp3, 0
01 - Platform.mp3, 0
01 - Preserved Roses.mp3, 0
01 - PUNCH LINE!.mp3, 0
01 - Rakuen no Tsubasa.mp3, 0
01 - Rally Go Round.mp3, 0
01 - Ray of bullet.mp3, 0
01 - Rinrei.mp3, 0
01 - Rising Hope.mp3, 0
01 - RPG.mp3, 0
01 - Saitei de Saikou no Paradiso.mp3, 0
01 - Sayonara Usotsuki.mp3, 0
01 - See visionS.mp3, 0
01 - Seigi wo Shinjite, Nigiri Shimete.mp3, 0
01 - Senkin Daurdabla.mp3, 0
01 - Setsuna no Kajitsu.mp3, 0
01 - Seven Deadly Sins.mp3, 0
01 - Seven Doors.mp3, 0
01 - Shape My Story.mp3, 0
01 - Shikkoku wo Nuritsubuse.mp3, 0
01 - Shirushi.mp3, 0
01 - Skyreach.mp3, 0
01 - Sora no Uta.mp3, 0
01 - Spice.mp3, 0
01 - spiral.mp3, 0
01 - STRAIGHT JET.mp3, 0
01 - SUPER∞STREAM.mp3, 0
01 - Taiyou to Tsuki no CROSS.mp3, 0
01 - Tankyuu Dreaming.mp3, 0
01 - Tasogare no Starlight.mp3, 0
01 - The Glory Days.mp3, 0
01 - This game.mp3, 0
01 - Tokohana.mp3, 0
01 - UNDER SHAFT.mp3, 0
01 - unravel.mp3, 0
01 - Van!shment Th!s World.mp3, 0
01 - vanilla sky.mp3, 0
01 - world's end, girl's rondo.mp3, 0
01 Ai wo Utae.mp3, 0
01 Be with you.mp3, 0
01 Birth.mp3, 0
01 ENERGY.mp3, 0
01 great escape.mp3, 0
01 Hakushu Kassai Utaawase.mp3, 0
01 I'll be there.mp3, 0
01 Kokuhaku.mp3, 0
01 LEVEL5 -judgelight-.mp3, 0
01 light prayer.mp3, 0
01 Love your enemies.mp3, 0
01 MORE & MORE.mp3, 0
01 Mukaikaze.mp3, 0
01 Outside of Melancholy ?憂鬱の向こう側?.mp3, 0
01 OVERDRIVER.mp3, 0
01 Phenogram.mp3, 0
01 Romeo to Cinderella.mp3, 0
01 Skyclad no Kansokusha.mp3, 0
01 Snow Song Show.mp3, 0
01 Soushou Innocence.mp3, 0
01 starlog.mp3, 0
01 The Bravery.mp3, 0
01 the last day of my adolescence.mp3, 0
01 to the beginning.mp3, 0
01 Transfer.mp3, 0
01 Vivid Telepathy.mp3, 0
01 Wareta Ringo.mp3, 0
01 Watashi wa Omae no Naka ni Iru.mp3, 0
01 wimp ft.Lil’Fang (from FAKY).mp3, 0
01 Wired Life.mp3, 0
01 [nayuta] 死奏憐音、玲瓏ノ終.mp3, 0
01 →unfinished→.mp3, 0
01 アシタノヒカリ.mp3, 0
01 コノ葉隠レ.mp3, 0
01 最果てのコトバ.mp3, 0
01 百鬼夜行.mp3, 0
01-7th Trigger.mp3, 0
01-BABY BORN & GO.mp3, 0
01. AMAZING BREAK.mp3, 0
01. Angelic Angel.mp3, 0
01. Arcadia.mp3, 0
01. Bloomy Colors.mp3, 0
01. CANDY MAGIC.mp3, 0
01. Change [change the world mix].mp3, 0
01. Chase the world.mp3, 0
01. Children Record.mp3, 0
01. Dance!.mp3, 0
01. daze (Re Ver.).mp3, 0
01. daze.mp3, 0
01. FLAT.mp3, 0
01. glow in the darkness.mp3, 0
01. Honey Honey Honey.mp3, 0
01. Kamon.mp3, 0
01. Kazakiri.mp3, 0
01. keep your promise.mp3, 0
01. Kotoba no Iranai Yakusoku.mp3, 0
01. Last Inferno.mp3, 0
01. Luminize.mp3, 0
01. My Independent Destiny.mp3, 0
01. Never ever.mp3, 0
01. Ride On A Shooting Star.mp3, 0
01. Sirius.mp3, 0
01. Stella-rium.mp3, 0
01. Sweet Track.mp3, 0
01. Wings of Courage ?空を超えて?.mp3, 0
01. きみを探しに.mp3, 0
01. なないろサーカス.mp3, 0
01. アイのシナリオ.mp3, 0
01. オー！リバル.mp3, 0
01. ドラマチック.mp3, 0
01. ネコミミアーカイブ.mp3, 0
01. レプリカ.mp3, 0
01. 三千世界.mp3, 0
01. 千の翼.mp3, 0
01. 夜桜に君を隠して.mp3, 0
01. 天樂.mp3, 0
01. 女神の口づけを.mp3, 0
01. 幾千のテロリズムへ.mp3, 0
01. 曖昧ヘルツ.mp3, 0
01. 束縛アネモネーション.mp3, 0
01. 永遠フレンズ.mp3, 0
01. 漸う夢の如く.mp3, 0
01. 烈槍・ガングニール.mp3, 0
01. 相対性VISION.mp3, 0
01. 終焉の輝き.mp3, 0
